,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.572,-0.659,-0.74,-0.682,-0.292,-0.302,-0.731,-0.227,-0.666
AAPL,-0.572,0.0,0.738,0.872,0.922,0.534,0.177,0.932,0.553,0.936
AMD,-0.659,0.738,0.0,0.743,0.849,0.753,0.537,0.836,0.391,0.812
AMZN,-0.74,0.872,0.743,0.0,0.932,0.449,0.217,0.954,0.656,0.904
GOOGL,-0.682,0.922,0.849,0.932,0.0,0.65,0.343,0.945,0.633,0.949
INTC,-0.292,0.534,0.753,0.449,0.65,0.0,0.403,0.52,0.329,0.595
MARA,-0.302,0.177,0.537,0.217,0.343,0.403,0.0,0.283,0.031,0.187
NVDA,-0.731,0.932,0.836,0.954,0.945,0.52,0.283,0.0,0.581,0.929
PLUG,-0.227,0.553,0.391,0.656,0.633,0.329,0.031,0.581,0.0,0.614
TSLA,-0.666,0.936,0.812,0.904,0.949,0.595,0.187,0.929,0.614,0.0
