,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.459,0.023,0.519,0.325,0.585,0.444,0.35,0.453,0.638
AAPL,0.459,0.0,0.644,0.845,0.932,0.85,0.914,0.935,0.877,0.882
AMD,0.023,0.644,0.0,0.303,0.665,0.464,0.563,0.696,0.58,0.502
AMZN,0.519,0.845,0.303,0.0,0.864,0.861,0.928,0.852,0.884,0.877
GOOGL,0.325,0.932,0.665,0.864,0.0,0.844,0.94,0.959,0.902,0.886
INTC,0.585,0.85,0.464,0.861,0.844,0.0,0.816,0.788,0.783,0.863
MARA,0.444,0.914,0.563,0.928,0.94,0.816,0.0,0.964,0.971,0.921
NVDA,0.35,0.935,0.696,0.852,0.959,0.788,0.964,0.0,0.954,0.871
PLUG,0.453,0.877,0.58,0.884,0.902,0.783,0.971,0.954,0.0,0.872
TSLA,0.638,0.882,0.502,0.877,0.886,0.863,0.921,0.871,0.872,0.0
