,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.742,0.892,0.722,0.906,0.802,-0.181,-0.035,0.515,0.067
AAPL,0.742,0.0,0.715,0.694,0.795,0.698,0.028,-0.069,0.475,0.079
AMD,0.892,0.715,0.0,0.654,0.796,0.658,-0.28,0.201,0.41,-0.001
AMZN,0.722,0.694,0.654,0.0,0.765,0.919,0.172,-0.431,0.898,0.442
GOOGL,0.906,0.795,0.796,0.765,0.0,0.803,-0.09,-0.196,0.55,0.029
INTC,0.802,0.698,0.658,0.919,0.803,0.0,0.017,-0.487,0.8,0.301
MARA,-0.181,0.028,-0.28,0.172,-0.09,0.017,0.0,-0.128,0.437,0.653
NVDA,-0.035,-0.069,0.201,-0.431,-0.196,-0.487,-0.128,0.0,-0.484,-0.168
PLUG,0.515,0.475,0.41,0.898,0.55,0.8,0.437,-0.484,0.0,0.682
TSLA,0.067,0.079,-0.001,0.442,0.029,0.301,0.653,-0.168,0.682,0.0
