,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.882,0.22,0.508,-0.091,0.0,-0.13,0.349,0.32,0.566
AAPL,0.882,0.0,0.049,0.396,-0.212,-0.2,-0.343,0.116,0.081,0.398
AMD,0.22,0.049,0.0,0.662,0.462,0.889,0.71,0.829,0.705,0.617
AMZN,0.508,0.396,0.662,0.0,0.678,0.651,0.606,0.779,0.561,0.866
GOOGL,-0.091,-0.212,0.462,0.678,0.0,0.702,0.859,0.506,0.369,0.58
INTC,0.0,-0.2,0.889,0.651,0.702,0.0,0.893,0.758,0.754,0.652
MARA,-0.13,-0.343,0.71,0.606,0.859,0.893,0.0,0.697,0.596,0.604
NVDA,0.349,0.116,0.829,0.779,0.506,0.758,0.697,0.0,0.704,0.737
PLUG,0.32,0.081,0.705,0.561,0.369,0.754,0.596,0.704,0.0,0.721
TSLA,0.566,0.398,0.617,0.866,0.58,0.652,0.604,0.737,0.721,0.0
