,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.677,0.509,0.402,-0.003,-0.126,0.685,0.559,0.803,0.159
AAPL,0.677,0.0,0.833,0.855,-0.088,-0.363,0.877,0.894,0.829,0.437
AMD,0.509,0.833,0.0,0.746,-0.3,-0.666,0.862,0.735,0.585,0.192
AMZN,0.402,0.855,0.746,0.0,0.109,-0.341,0.669,0.846,0.694,0.564
GOOGL,-0.003,-0.088,-0.3,0.109,0.0,0.37,-0.35,0.22,0.281,0.688
INTC,-0.126,-0.363,-0.666,-0.341,0.37,0.0,-0.421,-0.294,-0.158,0.069
MARA,0.685,0.877,0.862,0.669,-0.35,-0.421,0.0,0.699,0.688,0.106
NVDA,0.559,0.894,0.735,0.846,0.22,-0.294,0.699,0.0,0.867,0.75
PLUG,0.803,0.829,0.585,0.694,0.281,-0.158,0.688,0.867,0.0,0.592
TSLA,0.159,0.437,0.192,0.564,0.688,0.069,0.106,0.75,0.592,0.0
