,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.517,0.478,0.541,0.581,0.095,-0.025,0.464,0.056,-0.397
AAPL,0.517,0.0,0.718,0.746,0.732,0.488,-0.359,0.579,-0.149,-0.377
AMD,0.478,0.718,0.0,0.81,0.934,0.043,-0.785,0.95,-0.68,-0.852
AMZN,0.541,0.746,0.81,0.0,0.899,0.11,-0.556,0.819,-0.472,-0.658
GOOGL,0.581,0.732,0.934,0.899,0.0,-0.03,-0.714,0.931,-0.565,-0.864
INTC,0.095,0.488,0.043,0.11,-0.03,0.0,0.249,-0.091,0.343,0.368
MARA,-0.025,-0.359,-0.785,-0.556,-0.714,0.249,0.0,-0.821,0.842,0.853
NVDA,0.464,0.579,0.95,0.819,0.931,-0.091,-0.821,0.0,-0.751,-0.907
PLUG,0.056,-0.149,-0.68,-0.472,-0.565,0.343,0.842,-0.751,0.0,0.748
TSLA,-0.397,-0.377,-0.852,-0.658,-0.864,0.368,0.853,-0.907,0.748,0.0
