,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.528,0.06,-0.423,-0.363,0.553,0.759,-0.496,0.86,-0.39
AAPL,-0.528,0.0,0.659,0.979,0.945,0.242,-0.008,0.962,-0.784,0.885
AMD,0.06,0.659,0.0,0.714,0.799,0.66,0.394,0.645,-0.234,0.602
AMZN,-0.423,0.979,0.714,0.0,0.967,0.345,0.123,0.945,-0.714,0.876
GOOGL,-0.363,0.945,0.799,0.967,0.0,0.386,0.151,0.911,-0.661,0.859
INTC,0.553,0.242,0.66,0.345,0.386,0.0,0.784,0.179,0.249,0.127
MARA,0.759,-0.008,0.394,0.123,0.151,0.784,0.0,0.0,0.522,0.098
NVDA,-0.496,0.962,0.645,0.945,0.911,0.179,0.0,0.0,-0.777,0.924
PLUG,0.86,-0.784,-0.234,-0.714,-0.661,0.249,0.522,-0.777,0.0,-0.611
TSLA,-0.39,0.885,0.602,0.876,0.859,0.127,0.098,0.924,-0.611,0.0
