,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.535,0.574,0.592,0.686,0.671,0.099,0.504,0.633,0.431
AAPL,0.535,0.0,0.881,0.677,0.654,0.894,-0.166,0.753,0.845,0.875
AMD,0.574,0.881,0.0,0.835,0.725,0.958,0.052,0.913,0.957,0.904
AMZN,0.592,0.677,0.835,0.0,0.912,0.818,0.448,0.922,0.827,0.615
GOOGL,0.686,0.654,0.725,0.912,0.0,0.794,0.486,0.839,0.715,0.454
INTC,0.671,0.894,0.958,0.818,0.794,0.0,0.067,0.887,0.931,0.836
MARA,0.099,-0.166,0.052,0.448,0.486,0.067,0.0,0.416,-0.045,-0.291
NVDA,0.504,0.753,0.913,0.922,0.839,0.887,0.416,0.0,0.834,0.704
PLUG,0.633,0.845,0.957,0.827,0.715,0.931,-0.045,0.834,0.0,0.886
TSLA,0.431,0.875,0.904,0.615,0.454,0.836,-0.291,0.704,0.886,0.0
