,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.26,-0.586,-0.426,0.028,0.475,-0.494,-0.54,0.494,0.049
AAPL,-0.26,0.0,0.361,0.535,-0.158,-0.206,0.686,0.719,-0.081,0.17
AMD,-0.586,0.361,0.0,0.087,-0.26,-0.915,0.803,0.565,-0.75,-0.036
AMZN,-0.426,0.535,0.087,0.0,0.318,0.075,0.184,0.694,0.032,0.293
GOOGL,0.028,-0.158,-0.26,0.318,0.0,0.505,-0.392,0.16,0.214,0.728
INTC,0.475,-0.206,-0.915,0.075,0.505,0.0,-0.736,-0.344,0.732,0.301
MARA,-0.494,0.686,0.803,0.184,-0.392,-0.736,0.0,0.66,-0.419,-0.08
NVDA,-0.54,0.719,0.565,0.694,0.16,-0.344,0.66,0.0,-0.236,0.309
PLUG,0.494,-0.081,-0.75,0.032,0.214,0.732,-0.419,-0.236,0.0,-0.031
TSLA,0.049,0.17,-0.036,0.293,0.728,0.301,-0.08,0.309,-0.031,0.0
