,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.588,0.134,0.535,0.313,0.308,0.229,0.135,0.629,-0.539
AAPL,0.588,0.0,0.62,0.289,0.834,0.501,0.753,0.732,0.75,-0.48
AMD,0.134,0.62,0.0,-0.269,0.828,0.704,0.744,0.721,0.448,0.036
AMZN,0.535,0.289,-0.269,0.0,-0.058,-0.197,0.173,-0.095,0.037,-0.487
GOOGL,0.313,0.834,0.828,-0.058,0.0,0.655,0.844,0.776,0.648,-0.237
INTC,0.308,0.501,0.704,-0.197,0.655,0.0,0.499,0.275,0.482,0.244
MARA,0.229,0.753,0.744,0.173,0.844,0.499,0.0,0.714,0.397,-0.182
NVDA,0.135,0.732,0.721,-0.095,0.776,0.275,0.714,0.0,0.554,-0.273
PLUG,0.629,0.75,0.448,0.037,0.648,0.482,0.397,0.554,0.0,-0.302
TSLA,-0.539,-0.48,0.036,-0.487,-0.237,0.244,-0.182,-0.273,-0.302,0.0
