,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.365,0.151,-0.323,-0.16,0.406,0.588,-0.354,0.669,-0.162
AAPL,-0.365,0.0,0.699,0.982,0.937,0.439,0.335,0.964,-0.759,0.852
AMD,0.151,0.699,0.0,0.722,0.795,0.706,0.516,0.677,-0.277,0.649
AMZN,-0.323,0.982,0.722,0.0,0.958,0.486,0.407,0.945,-0.723,0.846
GOOGL,-0.16,0.937,0.795,0.958,0.0,0.528,0.506,0.909,-0.699,0.794
INTC,0.406,0.439,0.706,0.486,0.528,0.0,0.675,0.347,0.035,0.335
MARA,0.588,0.335,0.516,0.407,0.506,0.675,0.0,0.315,0.088,0.408
NVDA,-0.354,0.964,0.677,0.945,0.909,0.347,0.315,0.0,-0.769,0.897
PLUG,0.669,-0.759,-0.277,-0.723,-0.699,0.035,0.088,-0.769,0.0,-0.495
TSLA,-0.162,0.852,0.649,0.846,0.794,0.335,0.408,0.897,-0.495,0.0
