,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.894,0.585,0.766,0.091,0.918,0.149,0.659,0.885,0.913
AAPL,0.894,0.0,0.672,0.916,0.262,0.869,0.288,0.801,0.761,0.917
AMD,0.585,0.672,0.0,0.75,0.214,0.442,0.111,0.885,0.569,0.712
AMZN,0.766,0.916,0.75,0.0,0.378,0.733,0.314,0.81,0.688,0.88
GOOGL,0.091,0.262,0.214,0.378,0.0,0.085,0.147,0.308,0.011,0.117
INTC,0.918,0.869,0.442,0.733,0.085,0.0,0.293,0.604,0.863,0.862
MARA,0.149,0.288,0.111,0.314,0.147,0.293,0.0,0.205,0.211,0.237
NVDA,0.659,0.801,0.885,0.81,0.308,0.604,0.205,0.0,0.6,0.745
PLUG,0.885,0.761,0.569,0.688,0.011,0.863,0.211,0.6,0.0,0.895
TSLA,0.913,0.917,0.712,0.88,0.117,0.862,0.237,0.745,0.895,0.0
