,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.594,-0.107,-0.14,-0.417,0.076,0.887,-0.713,0.126,0.927
AAPL,0.594,0.0,-0.772,-0.285,0.359,-0.49,0.602,-0.856,-0.559,0.768
AMD,-0.107,-0.772,0.0,0.34,-0.634,0.78,-0.248,0.628,0.797,-0.321
AMZN,-0.14,-0.285,0.34,0.0,0.014,0.161,-0.267,0.409,0.096,-0.25
GOOGL,-0.417,0.359,-0.634,0.014,0.0,-0.607,-0.425,-0.0,-0.699,-0.255
INTC,0.076,-0.49,0.78,0.161,-0.607,0.0,-0.073,0.391,0.679,-0.076
MARA,0.887,0.602,-0.248,-0.267,-0.425,-0.073,0.0,-0.735,0.07,0.904
NVDA,-0.713,-0.856,0.628,0.409,-0.0,0.391,-0.735,0.0,0.381,-0.835
PLUG,0.126,-0.559,0.797,0.096,-0.699,0.679,0.07,0.381,0.0,-0.088
TSLA,0.927,0.768,-0.321,-0.25,-0.255,-0.076,0.904,-0.835,-0.088,0.0
