,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.729,0.519,-0.194,-0.144,-0.39,0.836,0.877,0.477,-0.568
AAPL,0.729,0.0,0.568,-0.093,0.198,-0.246,0.795,0.824,0.574,-0.305
AMD,0.519,0.568,0.0,0.505,0.512,0.413,0.667,0.769,0.622,0.055
AMZN,-0.194,-0.093,0.505,0.0,0.814,0.838,-0.065,0.09,0.344,0.761
GOOGL,-0.144,0.198,0.512,0.814,0.0,0.718,0.158,0.192,0.485,0.722
INTC,-0.39,-0.246,0.413,0.838,0.718,0.0,-0.185,-0.153,0.016,0.708
MARA,0.836,0.795,0.667,-0.065,0.158,-0.185,0.0,0.904,0.658,-0.345
NVDA,0.877,0.824,0.769,0.09,0.192,-0.153,0.904,0.0,0.714,-0.32
PLUG,0.477,0.574,0.622,0.344,0.485,0.016,0.658,0.714,0.0,0.118
TSLA,-0.568,-0.305,0.055,0.761,0.722,0.708,-0.345,-0.32,0.118,0.0
