,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.606,0.689,-0.231,0.665,0.683,0.496,0.285,0.799,0.58
AAPL,0.606,0.0,0.818,0.358,0.717,0.752,0.268,0.696,0.725,0.36
AMD,0.689,0.818,0.0,0.334,0.737,0.729,0.604,0.714,0.753,0.701
AMZN,-0.231,0.358,0.334,0.0,-0.003,0.198,-0.005,0.697,-0.24,0.007
GOOGL,0.665,0.717,0.737,-0.003,0.0,0.76,0.212,0.62,0.755,0.366
INTC,0.683,0.752,0.729,0.198,0.76,0.0,0.278,0.634,0.641,0.331
MARA,0.496,0.268,0.604,-0.005,0.212,0.278,0.0,0.055,0.568,0.88
NVDA,0.285,0.696,0.714,0.697,0.62,0.634,0.055,0.0,0.28,0.212
PLUG,0.799,0.725,0.753,-0.24,0.755,0.641,0.568,0.28,0.0,0.607
TSLA,0.58,0.36,0.701,0.007,0.366,0.331,0.88,0.212,0.607,0.0
