,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.789,0.735,0.612,0.485,0.474,0.472,0.691,0.307,0.652
AAPL,0.789,0.0,0.48,0.383,0.168,0.14,0.118,0.515,0.056,0.373
AMD,0.735,0.48,0.0,0.801,0.722,0.874,0.772,0.897,0.427,0.748
AMZN,0.612,0.383,0.801,0.0,0.867,0.834,0.876,0.928,0.457,0.885
GOOGL,0.485,0.168,0.722,0.867,0.0,0.794,0.896,0.739,0.278,0.782
INTC,0.474,0.14,0.874,0.834,0.794,0.0,0.911,0.846,0.629,0.819
MARA,0.472,0.118,0.772,0.876,0.896,0.911,0.0,0.793,0.544,0.872
NVDA,0.691,0.515,0.897,0.928,0.739,0.846,0.793,0.0,0.5,0.859
PLUG,0.307,0.056,0.427,0.457,0.278,0.629,0.544,0.5,0.0,0.6
TSLA,0.652,0.373,0.748,0.885,0.782,0.819,0.872,0.859,0.6,0.0
