,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.386,0.418,0.807,0.603,0.046,0.597,0.547,0.771,0.601
AAPL,-0.386,0.0,-0.746,-0.577,0.24,0.557,-0.753,-0.6,-0.752,-0.725
AMD,0.418,-0.746,0.0,0.768,0.09,-0.4,0.888,0.893,0.855,0.9
AMZN,0.807,-0.577,0.768,0.0,0.583,-0.136,0.837,0.832,0.918,0.815
GOOGL,0.603,0.24,0.09,0.583,0.0,0.398,0.195,0.338,0.322,0.188
INTC,0.046,0.557,-0.4,-0.136,0.398,0.0,-0.355,-0.153,-0.338,-0.331
MARA,0.597,-0.753,0.888,0.837,0.195,-0.355,0.0,0.917,0.94,0.966
NVDA,0.547,-0.6,0.893,0.832,0.338,-0.153,0.917,0.0,0.869,0.921
PLUG,0.771,-0.752,0.855,0.918,0.322,-0.338,0.94,0.869,0.0,0.938
TSLA,0.601,-0.725,0.9,0.815,0.188,-0.331,0.966,0.921,0.938,0.0
