,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.074,0.118,0.148,0.47,-0.089,0.122,0.043,0.213,-0.108
AAPL,0.074,0.0,0.966,0.978,0.651,-0.518,0.852,0.907,0.868,0.955
AMD,0.118,0.966,0.0,0.965,0.597,-0.429,0.892,0.948,0.847,0.94
AMZN,0.148,0.978,0.965,0.0,0.692,-0.58,0.841,0.895,0.888,0.939
GOOGL,0.47,0.651,0.597,0.692,0.0,-0.601,0.462,0.51,0.782,0.538
INTC,-0.089,-0.518,-0.429,-0.58,-0.601,0.0,-0.124,-0.225,-0.729,-0.493
MARA,0.122,0.852,0.892,0.841,0.462,-0.124,0.0,0.906,0.68,0.815
NVDA,0.043,0.907,0.948,0.895,0.51,-0.225,0.906,0.0,0.697,0.908
PLUG,0.213,0.868,0.847,0.888,0.782,-0.729,0.68,0.697,0.0,0.814
TSLA,-0.108,0.955,0.94,0.939,0.538,-0.493,0.815,0.908,0.814,0.0
