,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.481,0.075,-0.272,-0.453,0.257,-0.367,-0.448,0.008,-0.234
AAPL,-0.481,0.0,-0.336,0.211,0.918,0.324,0.705,0.769,0.007,0.683
AMD,0.075,-0.336,0.0,0.623,-0.316,0.362,-0.218,0.214,0.781,0.188
AMZN,-0.272,0.211,0.623,0.0,0.341,0.366,0.14,0.6,0.647,0.612
GOOGL,-0.453,0.918,-0.316,0.341,0.0,0.341,0.632,0.79,0.064,0.744
INTC,0.257,0.324,0.362,0.366,0.341,0.0,0.217,0.552,0.571,0.564
MARA,-0.367,0.705,-0.218,0.14,0.632,0.217,0.0,0.631,0.195,0.441
NVDA,-0.448,0.769,0.214,0.6,0.79,0.552,0.631,0.0,0.568,0.877
PLUG,0.008,0.007,0.781,0.647,0.064,0.571,0.195,0.568,0.0,0.516
TSLA,-0.234,0.683,0.188,0.612,0.744,0.564,0.441,0.877,0.516,0.0
