,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.038,0.098,0.098,0.31,0.033,0.102,0.099,0.073,-0.125
AAPL,0.038,0.0,0.966,0.973,0.463,-0.406,0.85,0.949,0.814,0.958
AMD,0.098,0.966,0.0,0.959,0.415,-0.319,0.891,0.978,0.801,0.938
AMZN,0.098,0.973,0.959,0.0,0.55,-0.495,0.827,0.927,0.862,0.944
GOOGL,0.31,0.463,0.415,0.55,0.0,-0.556,0.258,0.385,0.711,0.418
INTC,0.033,-0.406,-0.319,-0.495,-0.556,0.0,0.008,-0.166,-0.695,-0.424
MARA,0.102,0.85,0.891,0.827,0.258,0.008,0.0,0.944,0.595,0.812
NVDA,0.099,0.949,0.978,0.927,0.385,-0.166,0.944,0.0,0.723,0.915
PLUG,0.073,0.814,0.801,0.862,0.711,-0.695,0.595,0.723,0.0,0.816
TSLA,-0.125,0.958,0.938,0.944,0.418,-0.424,0.812,0.915,0.816,0.0
