,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.561,0.787,0.379,-0.479,0.853,0.075,0.772,0.655,0.561
AAPL,0.561,0.0,0.708,0.926,-0.271,0.775,0.153,0.887,0.531,0.881
AMD,0.787,0.708,0.0,0.656,-0.654,0.78,-0.185,0.92,0.738,0.712
AMZN,0.379,0.926,0.656,0.0,-0.282,0.605,0.064,0.799,0.489,0.793
GOOGL,-0.479,-0.271,-0.654,-0.282,0.0,-0.458,0.431,-0.499,-0.59,-0.312
INTC,0.853,0.775,0.78,0.605,-0.458,0.0,0.009,0.875,0.689,0.807
MARA,0.075,0.153,-0.185,0.064,0.431,0.009,0.0,-0.062,-0.49,0.01
NVDA,0.772,0.887,0.92,0.799,-0.499,0.875,-0.062,0.0,0.753,0.866
PLUG,0.655,0.531,0.738,0.489,-0.59,0.689,-0.49,0.753,0.0,0.662
TSLA,0.561,0.881,0.712,0.793,-0.312,0.807,0.01,0.866,0.662,0.0
