,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.138,0.556,0.084,-0.548,-0.001,-0.691,0.359,0.625,0.602
AAPL,-0.138,0.0,-0.425,0.895,0.494,0.817,0.497,0.612,-0.379,0.115
AMD,0.556,-0.425,0.0,-0.302,-0.443,-0.524,-0.589,0.232,0.868,0.651
AMZN,0.084,0.895,-0.302,0.0,0.331,0.732,0.383,0.566,-0.219,0.238
GOOGL,-0.548,0.494,-0.443,0.331,0.0,0.345,0.611,0.214,-0.629,-0.364
INTC,-0.001,0.817,-0.524,0.732,0.345,0.0,0.388,0.584,-0.527,-0.133
MARA,-0.691,0.497,-0.589,0.383,0.611,0.388,0.0,0.032,-0.622,-0.343
NVDA,0.359,0.612,0.232,0.566,0.214,0.584,0.032,0.0,0.075,0.482
PLUG,0.625,-0.379,0.868,-0.219,-0.629,-0.527,-0.622,0.075,0.0,0.765
TSLA,0.602,0.115,0.651,0.238,-0.364,-0.133,-0.343,0.482,0.765,0.0
