,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.916,0.087,0.887,0.755,0.867,0.946,0.906,0.925,0.947
AAPL,0.916,0.0,0.083,0.823,0.78,0.884,0.941,0.924,0.93,0.934
AMD,0.087,0.083,0.0,-0.065,0.336,0.181,0.019,0.287,0.073,0.037
AMZN,0.887,0.823,-0.065,0.0,0.819,0.922,0.908,0.853,0.868,0.877
GOOGL,0.755,0.78,0.336,0.819,0.0,0.926,0.802,0.882,0.767,0.816
INTC,0.867,0.884,0.181,0.922,0.926,0.0,0.894,0.909,0.857,0.895
MARA,0.946,0.941,0.019,0.908,0.802,0.894,0.0,0.941,0.983,0.971
NVDA,0.906,0.924,0.287,0.853,0.882,0.909,0.941,0.0,0.946,0.911
PLUG,0.925,0.93,0.073,0.868,0.767,0.857,0.983,0.946,0.0,0.928
TSLA,0.947,0.934,0.037,0.877,0.816,0.895,0.971,0.911,0.928,0.0
