,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.176,0.066,0.594,0.031,0.457,0.447,0.22,0.722,0.292
AAPL,0.176,0.0,0.85,0.731,0.847,0.878,-0.415,0.78,0.556,-0.375
AMD,0.066,0.85,0.0,0.661,0.945,0.795,-0.707,0.941,0.379,-0.364
AMZN,0.594,0.731,0.661,0.0,0.655,0.859,-0.025,0.752,0.874,0.077
GOOGL,0.031,0.847,0.945,0.655,0.0,0.775,-0.68,0.93,0.406,-0.393
INTC,0.457,0.878,0.795,0.859,0.775,0.0,-0.199,0.801,0.751,-0.183
MARA,0.447,-0.415,-0.707,-0.025,-0.68,-0.199,0.0,-0.575,0.303,0.609
NVDA,0.22,0.78,0.941,0.752,0.93,0.801,-0.575,0.0,0.499,-0.185
PLUG,0.722,0.556,0.379,0.874,0.406,0.751,0.303,0.499,0.0,0.147
TSLA,0.292,-0.375,-0.364,0.077,-0.393,-0.183,0.609,-0.185,0.147,0.0
