,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.848,0.091,0.872,0.729,0.801,0.934,0.959,0.948,0.878
AAPL,0.848,0.0,-0.185,0.798,0.802,0.923,0.931,0.906,0.818,0.955
AMD,0.091,-0.185,0.0,-0.163,0.13,-0.004,-0.138,0.094,-0.024,-0.122
AMZN,0.872,0.798,-0.163,0.0,0.665,0.812,0.856,0.852,0.818,0.783
GOOGL,0.729,0.802,0.13,0.665,0.0,0.887,0.749,0.811,0.578,0.852
INTC,0.801,0.923,-0.004,0.812,0.887,0.0,0.844,0.882,0.705,0.893
MARA,0.934,0.931,-0.138,0.856,0.749,0.844,0.0,0.952,0.944,0.964
NVDA,0.959,0.906,0.094,0.852,0.811,0.882,0.952,0.0,0.909,0.934
PLUG,0.948,0.818,-0.024,0.818,0.578,0.705,0.944,0.909,0.0,0.848
TSLA,0.878,0.955,-0.122,0.783,0.852,0.893,0.964,0.934,0.848,0.0
