,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.808,-0.643,-0.076,0.735,0.872,0.803,-0.617,0.267,0.014
AAPL,-0.808,0.0,0.662,0.275,-0.565,-0.753,-0.73,0.792,-0.145,0.257
AMD,-0.643,0.662,0.0,0.549,-0.298,-0.485,-0.565,0.821,0.207,-0.127
AMZN,-0.076,0.275,0.549,0.0,0.394,-0.167,-0.314,0.514,0.523,-0.118
GOOGL,0.735,-0.565,-0.298,0.394,0.0,0.656,0.459,-0.314,0.49,0.079
INTC,0.872,-0.753,-0.485,-0.167,0.656,0.0,0.783,-0.548,0.142,0.007
MARA,0.803,-0.73,-0.565,-0.314,0.459,0.783,0.0,-0.53,0.03,-0.069
NVDA,-0.617,0.792,0.821,0.514,-0.314,-0.548,-0.53,0.0,0.036,0.171
PLUG,0.267,-0.145,0.207,0.523,0.49,0.142,0.03,0.036,0.0,-0.157
TSLA,0.014,0.257,-0.127,-0.118,0.079,0.007,-0.069,0.171,-0.157,0.0
