,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.818,0.817,0.933,0.814,0.587,0.6,0.777,0.598,0.924
AAPL,0.818,0.0,0.861,0.782,0.603,0.179,0.238,0.911,0.26,0.77
AMD,0.817,0.861,0.0,0.744,0.515,0.117,0.276,0.957,0.328,0.791
AMZN,0.933,0.782,0.744,0.0,0.801,0.673,0.528,0.743,0.65,0.921
GOOGL,0.814,0.603,0.515,0.801,0.0,0.757,0.713,0.454,0.705,0.835
INTC,0.587,0.179,0.117,0.673,0.757,0.0,0.675,0.064,0.813,0.631
MARA,0.6,0.238,0.276,0.528,0.713,0.675,0.0,0.19,0.715,0.6
NVDA,0.777,0.911,0.957,0.743,0.454,0.064,0.19,0.0,0.264,0.745
PLUG,0.598,0.26,0.328,0.65,0.705,0.813,0.715,0.264,0.0,0.76
TSLA,0.924,0.77,0.791,0.921,0.835,0.631,0.6,0.745,0.76,0.0
