,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.335,0.861,0.911,0.569,0.948,0.953,0.527,0.923,-0.165
AAPL,0.335,0.0,0.632,0.59,0.681,0.277,0.477,0.895,0.594,0.753
AMD,0.861,0.632,0.0,0.949,0.798,0.826,0.9,0.762,0.93,0.179
AMZN,0.911,0.59,0.949,0.0,0.825,0.86,0.939,0.729,0.973,0.127
GOOGL,0.569,0.681,0.798,0.825,0.0,0.535,0.66,0.73,0.752,0.37
INTC,0.948,0.277,0.826,0.86,0.535,0.0,0.868,0.51,0.899,-0.137
MARA,0.953,0.477,0.9,0.939,0.66,0.868,0.0,0.668,0.934,0.013
NVDA,0.527,0.895,0.762,0.729,0.73,0.51,0.668,0.0,0.756,0.71
PLUG,0.923,0.594,0.93,0.973,0.752,0.899,0.934,0.756,0.0,0.175
TSLA,-0.165,0.753,0.179,0.127,0.37,-0.137,0.013,0.71,0.175,0.0
