,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.618,0.342,0.446,-0.041,0.003,-0.095,0.477,0.233,0.368
AAPL,0.618,0.0,-0.026,0.484,-0.236,-0.199,-0.372,-0.187,0.229,0.552
AMD,0.342,-0.026,0.0,0.526,0.558,0.808,0.665,0.764,0.457,0.357
AMZN,0.446,0.484,0.526,0.0,0.653,0.552,0.493,0.411,0.486,0.82
GOOGL,-0.041,-0.236,0.558,0.653,0.0,0.79,0.895,0.496,0.301,0.447
INTC,0.003,-0.199,0.808,0.552,0.79,0.0,0.886,0.52,0.629,0.523
MARA,-0.095,-0.372,0.665,0.493,0.895,0.886,0.0,0.549,0.442,0.421
NVDA,0.477,-0.187,0.764,0.411,0.496,0.52,0.549,0.0,0.225,0.146
PLUG,0.233,0.229,0.457,0.486,0.301,0.629,0.442,0.225,0.0,0.712
TSLA,0.368,0.552,0.357,0.82,0.447,0.523,0.421,0.146,0.712,0.0
