,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.143,-0.103,0.081,0.315,0.437,0.774,0.522,0.368,0.51
AAPL,-0.143,0.0,0.464,-0.62,-0.431,0.374,0.134,-0.017,0.364,0.224
AMD,-0.103,0.464,0.0,-0.759,-0.828,0.739,0.184,-0.107,0.66,0.198
AMZN,0.081,-0.62,-0.759,0.0,0.761,-0.658,-0.115,0.081,-0.55,-0.154
GOOGL,0.315,-0.431,-0.828,0.761,0.0,-0.505,-0.033,0.238,-0.621,-0.089
INTC,0.437,0.374,0.739,-0.658,-0.505,0.0,0.505,0.118,0.674,0.343
MARA,0.774,0.134,0.184,-0.115,-0.033,0.505,0.0,0.416,0.704,0.616
NVDA,0.522,-0.017,-0.107,0.081,0.238,0.118,0.416,0.0,0.128,0.34
PLUG,0.368,0.364,0.66,-0.55,-0.621,0.674,0.704,0.128,0.0,0.454
TSLA,0.51,0.224,0.198,-0.154,-0.089,0.343,0.616,0.34,0.454,0.0
