,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.471,0.312,0.376,0.36,0.476,0.443,0.335,0.036,0.127
AAPL,0.471,0.0,0.913,0.884,0.016,0.873,0.919,0.899,0.298,0.903
AMD,0.312,0.913,0.0,0.893,-0.134,0.951,0.95,0.99,0.229,0.905
AMZN,0.376,0.884,0.893,0.0,0.096,0.863,0.875,0.918,0.35,0.875
GOOGL,0.36,0.016,-0.134,0.096,0.0,-0.024,-0.098,-0.051,0.567,-0.084
INTC,0.476,0.873,0.951,0.863,-0.024,0.0,0.925,0.961,0.126,0.786
MARA,0.443,0.919,0.95,0.875,-0.098,0.925,0.0,0.94,0.237,0.859
NVDA,0.335,0.899,0.99,0.918,-0.051,0.961,0.94,0.0,0.26,0.89
PLUG,0.036,0.298,0.229,0.35,0.567,0.126,0.237,0.26,0.0,0.405
TSLA,0.127,0.903,0.905,0.875,-0.084,0.786,0.859,0.89,0.405,0.0
