,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.251,-0.551,-0.421,0.103,0.471,-0.462,-0.468,0.428,0.139
AAPL,-0.251,0.0,0.498,0.497,-0.36,-0.313,0.785,0.818,0.088,0.08
AMD,-0.551,0.498,0.0,0.111,-0.424,-0.913,0.835,0.643,-0.569,-0.118
AMZN,-0.421,0.497,0.111,0.0,0.225,0.054,0.21,0.632,0.104,0.258
GOOGL,0.103,-0.36,-0.424,0.225,0.0,0.588,-0.529,-0.146,0.193,0.681
INTC,0.471,-0.313,-0.913,0.054,0.588,0.0,-0.738,-0.416,0.634,0.359
MARA,-0.462,0.785,0.835,0.21,-0.529,-0.738,0.0,0.777,-0.216,-0.124
NVDA,-0.468,0.818,0.643,0.632,-0.146,-0.416,0.777,0.0,0.006,0.148
PLUG,0.428,0.088,-0.569,0.104,0.193,0.634,-0.216,0.006,0.0,0.056
TSLA,0.139,0.08,-0.118,0.258,0.681,0.359,-0.124,0.148,0.056,0.0
