,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.783,-0.237,0.613,-0.525,-0.414,0.892,0.181,0.571,0.637
AAPL,0.783,0.0,-0.341,0.737,-0.399,-0.482,0.716,0.037,0.216,0.587
AMD,-0.237,-0.341,0.0,-0.403,0.727,0.73,-0.495,0.345,0.487,0.081
AMZN,0.613,0.737,-0.403,0.0,-0.217,-0.374,0.685,0.274,0.265,0.373
GOOGL,-0.525,-0.399,0.727,-0.217,0.0,0.644,-0.579,0.48,0.199,-0.041
INTC,-0.414,-0.482,0.73,-0.374,0.644,0.0,-0.6,0.308,0.199,-0.269
MARA,0.892,0.716,-0.495,0.685,-0.579,-0.6,0.0,0.261,0.427,0.649
NVDA,0.181,0.037,0.345,0.274,0.48,0.308,0.261,0.0,0.627,0.496
PLUG,0.571,0.216,0.487,0.265,0.199,0.199,0.427,0.627,0.0,0.563
TSLA,0.637,0.587,0.081,0.373,-0.041,-0.269,0.649,0.496,0.563,0.0
