,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.729,-0.56,0.479,-0.425,-0.265,0.884,0.884,0.154,-0.61
AAPL,0.729,0.0,-0.67,0.73,-0.122,-0.01,0.783,0.639,0.25,-0.607
AMD,-0.56,-0.67,0.0,-0.416,0.02,0.507,-0.671,-0.413,-0.199,0.427
AMZN,0.479,0.73,-0.416,0.0,-0.172,0.361,0.593,0.419,0.152,-0.453
GOOGL,-0.425,-0.122,0.02,-0.172,0.0,-0.138,-0.18,-0.485,0.156,0.21
INTC,-0.265,-0.01,0.507,0.361,-0.138,0.0,-0.21,-0.241,-0.006,0.256
MARA,0.884,0.783,-0.671,0.593,-0.18,-0.21,0.0,0.71,0.39,-0.508
NVDA,0.884,0.639,-0.413,0.419,-0.485,-0.241,0.71,0.0,-0.002,-0.77
PLUG,0.154,0.25,-0.199,0.152,0.156,-0.006,0.39,-0.002,0.0,0.111
TSLA,-0.61,-0.607,0.427,-0.453,0.21,0.256,-0.508,-0.77,0.111,0.0
