,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.91,0.858,0.875,0.904,-0.665,0.909,0.586,0.939,0.69
AAPL,0.91,0.0,0.855,0.919,0.955,-0.734,0.888,0.676,0.965,0.804
AMD,0.858,0.855,0.0,0.941,0.91,-0.809,0.741,0.793,0.867,0.858
AMZN,0.875,0.919,0.941,0.0,0.94,-0.891,0.792,0.722,0.9,0.871
GOOGL,0.904,0.955,0.91,0.94,0.0,-0.755,0.88,0.739,0.949,0.842
INTC,-0.665,-0.734,-0.809,-0.891,-0.755,0.0,-0.549,-0.491,-0.726,-0.721
MARA,0.909,0.888,0.741,0.792,0.88,-0.549,0.0,0.543,0.936,0.604
NVDA,0.586,0.676,0.793,0.722,0.739,-0.491,0.543,0.0,0.632,0.867
PLUG,0.939,0.965,0.867,0.9,0.949,-0.726,0.936,0.632,0.0,0.747
TSLA,0.69,0.804,0.858,0.871,0.842,-0.721,0.604,0.867,0.747,0.0
