,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.402,0.673,0.663,-0.428,0.151,0.852,-0.719,0.799,-0.012
AAPL,-0.402,0.0,0.112,0.285,0.953,0.72,0.029,0.706,-0.085,0.822
AMD,0.673,0.112,0.0,0.858,0.054,0.586,0.734,-0.219,0.711,0.302
AMZN,0.663,0.285,0.858,0.0,0.222,0.775,0.826,-0.253,0.672,0.485
GOOGL,-0.428,0.953,0.054,0.222,0.0,0.618,0.009,0.737,-0.123,0.779
INTC,0.151,0.72,0.586,0.775,0.618,0.0,0.49,0.156,0.3,0.686
MARA,0.852,0.029,0.734,0.826,0.009,0.49,0.0,-0.496,0.802,0.363
NVDA,-0.719,0.706,-0.219,-0.253,0.737,0.156,-0.496,0.0,-0.393,0.484
PLUG,0.799,-0.085,0.711,0.672,-0.123,0.3,0.802,-0.393,0.0,0.287
TSLA,-0.012,0.822,0.302,0.485,0.779,0.686,0.363,0.484,0.287,0.0
