,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.756,-0.36,0.519,0.535,0.62,0.671,0.344,0.922,0.739
AAPL,0.756,0.0,-0.118,0.793,0.888,0.863,0.463,0.676,0.678,0.849
AMD,-0.36,-0.118,0.0,0.243,-0.166,-0.054,-0.171,0.252,-0.19,-0.226
AMZN,0.519,0.793,0.243,0.0,0.682,0.723,0.51,0.827,0.447,0.735
GOOGL,0.535,0.888,-0.166,0.682,0.0,0.867,0.207,0.648,0.44,0.741
INTC,0.62,0.863,-0.054,0.723,0.867,0.0,0.293,0.764,0.534,0.592
MARA,0.671,0.463,-0.171,0.51,0.207,0.293,0.0,0.317,0.563,0.574
NVDA,0.344,0.676,0.252,0.827,0.648,0.764,0.317,0.0,0.228,0.498
PLUG,0.922,0.678,-0.19,0.447,0.44,0.534,0.563,0.228,0.0,0.639
TSLA,0.739,0.849,-0.226,0.735,0.741,0.592,0.574,0.498,0.639,0.0
