,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.006,-0.06,0.077,0.15,0.159,-0.021,-0.082,-0.135,-0.071
AAPL,0.006,0.0,0.965,0.957,0.936,0.483,0.841,0.764,0.47,0.41
AMD,-0.06,0.965,0.0,0.941,0.902,0.546,0.802,0.769,0.505,0.428
AMZN,0.077,0.957,0.941,0.0,0.974,0.493,0.76,0.714,0.338,0.281
GOOGL,0.15,0.936,0.902,0.974,0.0,0.578,0.74,0.737,0.337,0.3
INTC,0.159,0.483,0.546,0.493,0.578,0.0,0.321,0.775,0.399,0.526
MARA,-0.021,0.841,0.802,0.76,0.74,0.321,0.0,0.548,0.614,0.541
NVDA,-0.082,0.764,0.769,0.714,0.737,0.775,0.548,0.0,0.529,0.548
PLUG,-0.135,0.47,0.505,0.338,0.337,0.399,0.614,0.529,0.0,0.776
TSLA,-0.071,0.41,0.428,0.281,0.3,0.526,0.541,0.548,0.776,0.0
