,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.201,-0.019,-0.105,0.417,0.295,-0.425,0.511,0.678,-0.414
AAPL,-0.201,0.0,0.786,0.874,0.679,0.734,0.821,0.437,0.179,0.82
AMD,-0.019,0.786,0.0,0.833,0.785,0.815,0.734,0.685,0.471,0.76
AMZN,-0.105,0.874,0.833,0.0,0.626,0.639,0.792,0.402,0.385,0.741
GOOGL,0.417,0.679,0.785,0.626,0.0,0.954,0.472,0.906,0.575,0.54
INTC,0.295,0.734,0.815,0.639,0.954,0.0,0.573,0.828,0.434,0.642
MARA,-0.425,0.821,0.734,0.792,0.472,0.573,0.0,0.216,-0.041,0.972
NVDA,0.511,0.437,0.685,0.402,0.906,0.828,0.216,0.0,0.665,0.322
PLUG,0.678,0.179,0.471,0.385,0.575,0.434,-0.041,0.665,0.0,-0.061
TSLA,-0.414,0.82,0.76,0.741,0.54,0.642,0.972,0.322,-0.061,0.0
