,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.684,0.183,-0.568,0.601,0.566,-0.821,0.248,-0.746,-0.565
AAPL,-0.684,0.0,-0.16,0.838,-0.443,-0.533,0.912,-0.38,0.86,0.665
AMD,0.183,-0.16,0.0,0.031,-0.01,0.352,-0.122,0.666,-0.242,-0.026
AMZN,-0.568,0.838,0.031,0.0,-0.227,-0.228,0.72,-0.135,0.567,0.616
GOOGL,0.601,-0.443,-0.01,-0.227,0.0,0.634,-0.641,0.438,-0.702,-0.442
INTC,0.566,-0.533,0.352,-0.228,0.634,0.0,-0.7,0.425,-0.767,-0.278
MARA,-0.821,0.912,-0.122,0.72,-0.641,-0.7,0.0,-0.327,0.923,0.636
NVDA,0.248,-0.38,0.666,-0.135,0.438,0.425,-0.327,0.0,-0.466,-0.188
PLUG,-0.746,0.86,-0.242,0.567,-0.702,-0.767,0.923,-0.466,0.0,0.646
TSLA,-0.565,0.665,-0.026,0.616,-0.442,-0.278,0.636,-0.188,0.646,0.0
