,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.609,-0.338,-0.528,0.015,-0.367,-0.669,0.276,0.616,-0.566
AAPL,-0.609,0.0,0.568,0.591,0.232,0.56,0.408,0.035,-0.616,0.69
AMD,-0.338,0.568,0.0,0.74,0.673,0.796,0.473,0.606,0.068,0.419
AMZN,-0.528,0.591,0.74,0.0,0.742,0.702,0.826,0.152,-0.078,0.758
GOOGL,0.015,0.232,0.673,0.742,0.0,0.596,0.48,0.43,0.401,0.41
INTC,-0.367,0.56,0.796,0.702,0.596,0.0,0.406,0.39,-0.193,0.393
MARA,-0.669,0.408,0.473,0.826,0.48,0.406,0.0,-0.242,-0.15,0.781
NVDA,0.276,0.035,0.606,0.152,0.43,0.39,-0.242,0.0,0.493,-0.295
PLUG,0.616,-0.616,0.068,-0.078,0.401,-0.193,-0.15,0.493,0.0,-0.389
TSLA,-0.566,0.69,0.419,0.758,0.41,0.393,0.781,-0.295,-0.389,0.0
