,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.586,-0.078,-0.107,-0.428,0.079,0.889,-0.704,0.154,0.92
AAPL,0.586,0.0,-0.718,-0.2,0.258,-0.513,0.635,-0.814,-0.55,0.758
AMD,-0.078,-0.718,0.0,0.162,-0.625,0.829,-0.232,0.507,0.784,-0.25
AMZN,-0.107,-0.2,0.162,0.0,0.25,0.085,-0.267,0.419,0.076,-0.245
GOOGL,-0.428,0.258,-0.625,0.25,0.0,-0.632,-0.434,0.19,-0.629,-0.339
INTC,0.079,-0.513,0.829,0.085,-0.632,0.0,-0.058,0.376,0.671,-0.056
MARA,0.889,0.635,-0.232,-0.267,-0.434,-0.058,0.0,-0.775,0.077,0.917
NVDA,-0.704,-0.814,0.507,0.419,0.19,0.376,-0.775,0.0,0.359,-0.838
PLUG,0.154,-0.55,0.784,0.076,-0.629,0.671,0.077,0.359,0.0,-0.061
TSLA,0.92,0.758,-0.25,-0.245,-0.339,-0.056,0.917,-0.838,-0.061,0.0
