,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.799,0.849,0.731,0.818,0.87,0.809,-0.168,0.548,0.777
AAPL,0.799,0.0,0.87,0.806,0.85,0.951,0.86,-0.063,0.666,0.634
AMD,0.849,0.87,0.0,0.917,0.907,0.952,0.871,-0.131,0.778,0.826
AMZN,0.731,0.806,0.917,0.0,0.813,0.866,0.75,-0.007,0.852,0.704
GOOGL,0.818,0.85,0.907,0.813,0.0,0.903,0.852,-0.046,0.729,0.824
INTC,0.87,0.951,0.952,0.866,0.903,0.0,0.887,-0.095,0.706,0.756
MARA,0.809,0.86,0.871,0.75,0.852,0.887,0.0,-0.434,0.687,0.811
NVDA,-0.168,-0.063,-0.131,-0.007,-0.046,-0.095,-0.434,0.0,-0.137,-0.192
PLUG,0.548,0.666,0.778,0.852,0.729,0.706,0.687,-0.137,0.0,0.543
TSLA,0.777,0.634,0.826,0.704,0.824,0.756,0.811,-0.192,0.543,0.0
