,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.369,-0.448,0.678,-0.21,0.382,-0.251,-0.813,-0.048,-0.163
AAPL,-0.369,0.0,0.835,-0.794,0.815,0.479,0.517,0.635,0.672,0.097
AMD,-0.448,0.835,0.0,-0.741,0.888,0.431,0.759,0.739,0.443,0.141
AMZN,0.678,-0.794,-0.741,0.0,-0.594,-0.1,-0.409,-0.823,-0.535,-0.164
GOOGL,-0.21,0.815,0.888,-0.594,0.0,0.539,0.764,0.542,0.49,0.12
INTC,0.382,0.479,0.431,-0.1,0.539,0.0,0.365,-0.171,0.38,0.342
MARA,-0.251,0.517,0.759,-0.409,0.764,0.365,0.0,0.45,0.092,0.259
NVDA,-0.813,0.635,0.739,-0.823,0.542,-0.171,0.45,0.0,0.36,0.047
PLUG,-0.048,0.672,0.443,-0.535,0.49,0.38,0.092,0.36,0.0,0.059
TSLA,-0.163,0.097,0.141,-0.164,0.12,0.342,0.259,0.047,0.059,0.0
