,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.931,-0.501,-0.948,-0.791,0.378,-0.715,-0.725,0.127,-0.393
AAPL,-0.931,0.0,0.59,0.946,0.81,-0.43,0.674,0.794,0.036,0.425
AMD,-0.501,0.59,0.0,0.652,0.529,-0.533,0.339,0.84,0.233,0.226
AMZN,-0.948,0.946,0.652,0.0,0.791,-0.447,0.741,0.791,-0.066,0.425
GOOGL,-0.791,0.81,0.529,0.791,0.0,-0.066,0.65,0.788,0.233,0.272
INTC,0.378,-0.43,-0.533,-0.447,-0.066,0.0,0.072,-0.413,-0.135,-0.325
MARA,-0.715,0.674,0.339,0.741,0.65,0.072,0.0,0.539,-0.344,0.207
NVDA,-0.725,0.794,0.84,0.791,0.788,-0.413,0.539,0.0,0.246,0.073
PLUG,0.127,0.036,0.233,-0.066,0.233,-0.135,-0.344,0.246,0.0,0.157
TSLA,-0.393,0.425,0.226,0.425,0.272,-0.325,0.207,0.073,0.157,0.0
