,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.826,0.698,0.918,0.817,0.929,0.84,0.803,0.763,0.876
AAPL,0.826,0.0,0.896,0.889,0.95,0.835,0.809,0.912,0.87,0.917
AMD,0.698,0.896,0.0,0.815,0.921,0.756,0.705,0.92,0.92,0.846
AMZN,0.918,0.889,0.815,0.0,0.889,0.94,0.781,0.906,0.821,0.885
GOOGL,0.817,0.95,0.921,0.889,0.0,0.878,0.828,0.946,0.868,0.953
INTC,0.929,0.835,0.756,0.94,0.878,0.0,0.876,0.873,0.792,0.911
MARA,0.84,0.809,0.705,0.781,0.828,0.876,0.0,0.797,0.787,0.902
NVDA,0.803,0.912,0.92,0.906,0.946,0.873,0.797,0.0,0.844,0.917
PLUG,0.763,0.87,0.92,0.821,0.868,0.792,0.787,0.844,0.0,0.846
TSLA,0.876,0.917,0.846,0.885,0.953,0.911,0.902,0.917,0.846,0.0
