,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.609,0.154,-0.458,-0.457,0.542,0.655,0.323,0.709,0.716
AAPL,-0.609,0.0,0.072,0.811,0.942,-0.181,-0.707,-0.083,-0.843,-0.633
AMD,0.154,0.072,0.0,0.191,0.089,0.416,0.524,0.836,0.372,0.273
AMZN,-0.458,0.811,0.191,0.0,0.799,-0.056,-0.406,0.254,-0.581,-0.491
GOOGL,-0.457,0.942,0.089,0.799,0.0,-0.041,-0.651,-0.002,-0.778,-0.53
INTC,0.542,-0.181,0.416,-0.056,-0.041,0.0,0.586,0.671,0.471,0.666
MARA,0.655,-0.707,0.524,-0.406,-0.651,0.586,0.0,0.682,0.952,0.692
NVDA,0.323,-0.083,0.836,0.254,-0.002,0.671,0.682,0.0,0.512,0.434
PLUG,0.709,-0.843,0.372,-0.581,-0.778,0.471,0.952,0.512,0.0,0.729
TSLA,0.716,-0.633,0.273,-0.491,-0.53,0.666,0.692,0.434,0.729,0.0
