,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.634,0.456,0.473,0.53,-0.488,0.646,0.034,0.728,0.689
AAPL,-0.634,0.0,-0.289,-0.331,-0.393,0.531,-0.504,-0.078,-0.548,-0.433
AMD,0.456,-0.289,0.0,0.229,0.675,0.085,0.822,0.374,0.735,0.783
AMZN,0.473,-0.331,0.229,0.0,0.739,-0.766,0.486,-0.501,0.448,0.561
GOOGL,0.53,-0.393,0.675,0.739,0.0,-0.536,0.762,-0.3,0.691,0.836
INTC,-0.488,0.531,0.085,-0.766,-0.536,0.0,-0.345,0.632,-0.267,-0.359
MARA,0.646,-0.504,0.822,0.486,0.762,-0.345,0.0,0.144,0.869,0.922
NVDA,0.034,-0.078,0.374,-0.501,-0.3,0.632,0.144,0.0,0.173,-0.008
PLUG,0.728,-0.548,0.735,0.448,0.691,-0.267,0.869,0.173,0.0,0.909
TSLA,0.689,-0.433,0.783,0.561,0.836,-0.359,0.922,-0.008,0.909,0.0
