,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.589,0.556,-0.117,0.446,0.552,0.399,0.355,0.509,0.411
AAPL,0.589,0.0,0.854,0.376,0.669,0.287,0.377,0.709,0.756,0.526
AMD,0.556,0.854,0.0,0.522,0.65,0.252,0.409,0.855,0.57,0.591
AMZN,-0.117,0.376,0.522,0.0,-0.025,0.159,0.342,0.69,-0.206,0.364
GOOGL,0.446,0.669,0.65,-0.025,0.0,-0.051,-0.065,0.576,0.823,0.336
INTC,0.552,0.287,0.252,0.159,-0.051,0.0,0.534,0.291,-0.064,0.278
MARA,0.399,0.377,0.409,0.342,-0.065,0.534,0.0,0.27,0.055,0.667
NVDA,0.355,0.709,0.855,0.69,0.576,0.291,0.27,0.0,0.335,0.553
PLUG,0.509,0.756,0.57,-0.206,0.823,-0.064,0.055,0.335,0.0,0.3
TSLA,0.411,0.526,0.591,0.364,0.336,0.278,0.667,0.553,0.3,0.0
