,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.185,0.511,-0.613,-0.066,0.447,0.325,0.601,0.717,0.643
AAPL,-0.185,0.0,-0.266,-0.018,-0.061,-0.599,-0.334,-0.5,0.089,-0.114
AMD,0.511,-0.266,0.0,-0.175,0.607,0.725,0.841,0.615,0.407,0.874
AMZN,-0.613,-0.018,-0.175,0.0,0.434,0.07,0.096,-0.374,-0.88,-0.324
GOOGL,-0.066,-0.061,0.607,0.434,0.0,0.345,0.554,-0.057,-0.173,0.466
INTC,0.447,-0.599,0.725,0.07,0.345,0.0,0.854,0.683,0.015,0.623
MARA,0.325,-0.334,0.841,0.096,0.554,0.854,0.0,0.564,0.086,0.766
NVDA,0.601,-0.5,0.615,-0.374,-0.057,0.683,0.564,0.0,0.437,0.542
PLUG,0.717,0.089,0.407,-0.88,-0.173,0.015,0.086,0.437,0.0,0.582
TSLA,0.643,-0.114,0.874,-0.324,0.466,0.623,0.766,0.542,0.582,0.0
