,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.58,-0.584,-0.707,-0.762,-0.561,-0.1,-0.007,0.574,-0.738
AAPL,-0.58,0.0,0.783,0.668,0.755,0.782,0.157,0.435,-0.113,0.891
AMD,-0.584,0.783,0.0,0.663,0.778,0.945,-0.173,0.293,0.024,0.846
AMZN,-0.707,0.668,0.663,0.0,0.917,0.609,0.282,-0.179,-0.457,0.863
GOOGL,-0.762,0.755,0.778,0.917,0.0,0.737,0.041,-0.042,-0.424,0.889
INTC,-0.561,0.782,0.945,0.609,0.737,0.0,-0.186,0.346,0.042,0.81
MARA,-0.1,0.157,-0.173,0.282,0.041,-0.186,0.0,-0.128,-0.285,0.166
NVDA,-0.007,0.435,0.293,-0.179,-0.042,0.346,-0.128,0.0,0.295,0.186
PLUG,0.574,-0.113,0.024,-0.457,-0.424,0.042,-0.285,0.295,0.0,-0.291
TSLA,-0.738,0.891,0.846,0.863,0.889,0.81,0.166,0.186,-0.291,0.0
