,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.701,-0.63,-0.719,-0.618,0.219,-0.284,-0.68,-0.544,-0.561
AAPL,-0.701,0.0,0.955,0.893,0.681,0.228,0.644,0.921,0.923,0.902
AMD,-0.63,0.955,0.0,0.903,0.586,0.249,0.593,0.971,0.938,0.93
AMZN,-0.719,0.893,0.903,0.0,0.676,0.32,0.674,0.936,0.859,0.937
GOOGL,-0.618,0.681,0.586,0.676,0.0,0.295,0.629,0.544,0.614,0.601
INTC,0.219,0.228,0.249,0.32,0.295,0.0,0.581,0.208,0.402,0.448
MARA,-0.284,0.644,0.593,0.674,0.629,0.581,0.0,0.533,0.708,0.761
NVDA,-0.68,0.921,0.971,0.936,0.544,0.208,0.533,0.0,0.879,0.918
PLUG,-0.544,0.923,0.938,0.859,0.614,0.402,0.708,0.879,0.0,0.919
TSLA,-0.561,0.902,0.93,0.937,0.601,0.448,0.761,0.918,0.919,0.0
