,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.236,0.629,0.548,0.323,0.58,0.446,0.438,0.539,0.703
AAPL,0.236,0.0,0.493,0.371,0.657,0.575,0.429,0.475,0.302,0.481
AMD,0.629,0.493,0.0,0.892,0.726,0.867,0.815,0.92,0.838,0.865
AMZN,0.548,0.371,0.892,0.0,0.624,0.72,0.587,0.792,0.794,0.872
GOOGL,0.323,0.657,0.726,0.624,0.0,0.846,0.616,0.687,0.644,0.614
INTC,0.58,0.575,0.867,0.72,0.846,0.0,0.751,0.782,0.698,0.787
MARA,0.446,0.429,0.815,0.587,0.616,0.751,0.0,0.873,0.775,0.529
NVDA,0.438,0.475,0.92,0.792,0.687,0.782,0.873,0.0,0.797,0.681
PLUG,0.539,0.302,0.838,0.794,0.644,0.698,0.775,0.797,0.0,0.655
TSLA,0.703,0.481,0.865,0.872,0.614,0.787,0.529,0.681,0.655,0.0
