,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.249,0.008,0.156,-0.053,0.47,-0.043,0.12,0.08,0.335
AAPL,0.249,0.0,0.925,0.894,0.882,-0.398,0.839,0.933,0.871,0.769
AMD,0.008,0.925,0.0,0.929,0.946,-0.602,0.922,0.966,0.903,0.586
AMZN,0.156,0.894,0.929,0.0,0.94,-0.593,0.928,0.964,0.951,0.485
GOOGL,-0.053,0.882,0.946,0.94,0.0,-0.673,0.956,0.943,0.925,0.478
INTC,0.47,-0.398,-0.602,-0.593,-0.673,0.0,-0.681,-0.605,-0.703,0.027
MARA,-0.043,0.839,0.922,0.928,0.956,-0.681,0.0,0.929,0.945,0.449
NVDA,0.12,0.933,0.966,0.964,0.943,-0.605,0.929,0.0,0.957,0.583
PLUG,0.08,0.871,0.903,0.951,0.925,-0.703,0.945,0.957,0.0,0.49
TSLA,0.335,0.769,0.586,0.485,0.478,0.027,0.449,0.583,0.49,0.0
