,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.847,0.779,0.238,0.696,0.481,-0.488,0.888,0.757,0.913
AAPL,0.847,0.0,0.887,0.376,0.808,0.567,-0.534,0.906,0.765,0.863
AMD,0.779,0.887,0.0,0.584,0.623,0.741,-0.324,0.841,0.597,0.694
AMZN,0.238,0.376,0.584,0.0,0.01,0.908,0.078,0.29,0.121,0.074
GOOGL,0.696,0.808,0.623,0.01,0.0,0.199,-0.614,0.705,0.72,0.788
INTC,0.481,0.567,0.741,0.908,0.199,0.0,-0.218,0.467,0.318,0.336
MARA,-0.488,-0.534,-0.324,0.078,-0.614,-0.218,0.0,-0.356,-0.541,-0.573
NVDA,0.888,0.906,0.841,0.29,0.705,0.467,-0.356,0.0,0.752,0.873
PLUG,0.757,0.765,0.597,0.121,0.72,0.318,-0.541,0.752,0.0,0.878
TSLA,0.913,0.863,0.694,0.074,0.788,0.336,-0.573,0.873,0.878,0.0
