,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.666,0.548,-0.638,-0.708,-0.155,0.47,-0.485,0.858,-0.6
AAPL,-0.666,0.0,-0.751,0.578,0.61,0.276,-0.184,0.799,-0.743,0.666
AMD,0.548,-0.751,0.0,-0.353,-0.384,-0.118,0.346,-0.646,0.551,-0.376
AMZN,-0.638,0.578,-0.353,0.0,0.896,0.327,-0.25,0.349,-0.759,0.712
GOOGL,-0.708,0.61,-0.384,0.896,0.0,0.265,-0.271,0.316,-0.808,0.76
INTC,-0.155,0.276,-0.118,0.327,0.265,0.0,-0.27,0.189,-0.323,0.119
MARA,0.47,-0.184,0.346,-0.25,-0.271,-0.27,0.0,0.028,0.395,-0.153
NVDA,-0.485,0.799,-0.646,0.349,0.316,0.189,0.028,0.0,-0.622,0.369
PLUG,0.858,-0.743,0.551,-0.759,-0.808,-0.323,0.395,-0.622,0.0,-0.689
TSLA,-0.6,0.666,-0.376,0.712,0.76,0.119,-0.153,0.369,-0.689,0.0
