,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.314,0.648,0.237,0.149,0.413,0.298,0.508,0.603,0.354
AAPL,0.314,0.0,0.674,0.955,0.924,0.875,0.845,0.882,0.734,0.916
AMD,0.648,0.674,0.0,0.611,0.512,0.729,0.468,0.913,0.821,0.74
AMZN,0.237,0.955,0.611,0.0,0.912,0.831,0.819,0.831,0.74,0.859
GOOGL,0.149,0.924,0.512,0.912,0.0,0.897,0.897,0.773,0.699,0.831
INTC,0.413,0.875,0.729,0.831,0.897,0.0,0.879,0.882,0.837,0.852
MARA,0.298,0.845,0.468,0.819,0.897,0.879,0.0,0.707,0.683,0.738
NVDA,0.508,0.882,0.913,0.831,0.773,0.882,0.707,0.0,0.886,0.868
PLUG,0.603,0.734,0.821,0.74,0.699,0.837,0.683,0.886,0.0,0.704
TSLA,0.354,0.916,0.74,0.859,0.831,0.852,0.738,0.868,0.704,0.0
