,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.38,0.532,0.71,0.611,0.274,-0.041,0.508,0.267,0.566
AAPL,0.38,0.0,0.864,0.59,0.769,0.84,0.263,0.773,0.814,0.815
AMD,0.532,0.864,0.0,0.87,0.927,0.725,-0.109,0.938,0.646,0.807
AMZN,0.71,0.59,0.87,0.0,0.883,0.406,-0.353,0.854,0.346,0.691
GOOGL,0.611,0.769,0.927,0.883,0.0,0.66,-0.08,0.928,0.472,0.873
INTC,0.274,0.84,0.725,0.406,0.66,0.0,0.366,0.671,0.781,0.777
MARA,-0.041,0.263,-0.109,-0.353,-0.08,0.366,0.0,-0.162,0.472,0.162
NVDA,0.508,0.773,0.938,0.854,0.928,0.671,-0.162,0.0,0.467,0.838
PLUG,0.267,0.814,0.646,0.346,0.472,0.781,0.472,0.467,0.0,0.546
TSLA,0.566,0.815,0.807,0.691,0.873,0.777,0.162,0.838,0.546,0.0
