,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.486,0.636,0.453,0.47,0.683,0.653,0.535,0.573,0.639
AAPL,0.486,0.0,0.648,0.522,0.685,0.65,0.382,0.504,0.488,0.785
AMD,0.636,0.648,0.0,0.853,0.82,0.912,0.863,0.942,0.858,0.908
AMZN,0.453,0.522,0.853,0.0,0.697,0.754,0.769,0.884,0.74,0.751
GOOGL,0.47,0.685,0.82,0.697,0.0,0.866,0.546,0.696,0.737,0.841
INTC,0.683,0.65,0.912,0.754,0.866,0.0,0.735,0.79,0.764,0.922
MARA,0.653,0.382,0.863,0.769,0.546,0.735,0.0,0.868,0.789,0.689
NVDA,0.535,0.504,0.942,0.884,0.696,0.79,0.868,0.0,0.804,0.796
PLUG,0.573,0.488,0.858,0.74,0.737,0.764,0.789,0.804,0.0,0.747
TSLA,0.639,0.785,0.908,0.751,0.841,0.922,0.689,0.796,0.747,0.0
