,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.74,0.733,-0.011,0.349,0.887,0.914,-0.012,0.852,0.844
AAPL,0.74,0.0,0.626,-0.51,0.387,0.692,0.739,0.389,0.864,0.863
AMD,0.733,0.626,0.0,0.204,0.371,0.773,0.777,0.239,0.802,0.811
AMZN,-0.011,-0.51,0.204,0.0,0.165,0.15,0.008,-0.296,-0.207,-0.088
GOOGL,0.349,0.387,0.371,0.165,0.0,0.532,0.269,0.46,0.255,0.447
INTC,0.887,0.692,0.773,0.15,0.532,0.0,0.852,0.068,0.732,0.838
MARA,0.914,0.739,0.777,0.008,0.269,0.852,0.0,-0.133,0.872,0.862
NVDA,-0.012,0.389,0.239,-0.296,0.46,0.068,-0.133,0.0,0.215,0.287
PLUG,0.852,0.864,0.802,-0.207,0.255,0.732,0.872,0.215,0.0,0.902
TSLA,0.844,0.863,0.811,-0.088,0.447,0.838,0.862,0.287,0.902,0.0
