,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.632,-0.222,0.339,0.074,-0.629,-0.438,-0.072,-0.468,-0.59
AAPL,-0.632,0.0,0.693,0.183,0.449,0.888,0.458,0.454,0.768,0.933
AMD,-0.222,0.693,0.0,0.584,0.787,0.57,-0.216,0.836,0.555,0.582
AMZN,0.339,0.183,0.584,0.0,0.833,-0.068,-0.443,0.661,-0.072,0.22
GOOGL,0.074,0.449,0.787,0.833,0.0,0.233,-0.41,0.871,0.133,0.452
INTC,-0.629,0.888,0.57,-0.068,0.233,0.0,0.458,0.304,0.798,0.842
MARA,-0.438,0.458,-0.216,-0.443,-0.41,0.458,0.0,-0.473,0.503,0.422
NVDA,-0.072,0.454,0.836,0.661,0.871,0.304,-0.473,0.0,0.196,0.414
PLUG,-0.468,0.768,0.555,-0.072,0.133,0.798,0.503,0.196,0.0,0.582
TSLA,-0.59,0.933,0.582,0.22,0.452,0.842,0.422,0.414,0.582,0.0
