,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.406,0.827,0.428,-0.21,0.8,0.938,-0.557,0.813,0.589
AAPL,0.406,0.0,0.449,-0.374,0.033,0.446,0.594,0.131,0.707,0.774
AMD,0.827,0.449,0.0,0.484,-0.036,0.781,0.805,-0.173,0.809,0.633
AMZN,0.428,-0.374,0.484,0.0,0.271,0.566,0.309,-0.258,0.116,0.166
GOOGL,-0.21,0.033,-0.036,0.271,0.0,0.205,-0.104,0.441,-0.211,0.236
INTC,0.8,0.446,0.781,0.566,0.205,0.0,0.827,-0.32,0.635,0.717
MARA,0.938,0.594,0.805,0.309,-0.104,0.827,0.0,-0.488,0.864,0.713
NVDA,-0.557,0.131,-0.173,-0.258,0.441,-0.32,-0.488,0.0,-0.205,0.083
PLUG,0.813,0.707,0.809,0.116,-0.211,0.635,0.864,-0.205,0.0,0.765
TSLA,0.589,0.774,0.633,0.166,0.236,0.717,0.713,0.083,0.765,0.0
