,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.311,0.251,0.118,0.291,0.823,0.865,0.336,0.094,0.093
AAPL,-0.311,0.0,0.583,0.678,0.264,-0.006,-0.386,0.622,0.465,0.208
AMD,0.251,0.583,0.0,0.895,0.587,0.631,0.163,0.949,0.731,-0.17
AMZN,0.118,0.678,0.895,0.0,0.627,0.432,-0.005,0.878,0.523,-0.236
GOOGL,0.291,0.264,0.587,0.627,0.0,0.506,0.228,0.625,0.334,0.05
INTC,0.823,-0.006,0.631,0.432,0.506,0.0,0.697,0.665,0.527,0.075
MARA,0.865,-0.386,0.163,-0.005,0.228,0.697,0.0,0.229,0.161,0.025
NVDA,0.336,0.622,0.949,0.878,0.625,0.665,0.229,0.0,0.722,-0.001
PLUG,0.094,0.465,0.731,0.523,0.334,0.527,0.161,0.722,0.0,0.048
TSLA,0.093,0.208,-0.17,-0.236,0.05,0.075,0.025,-0.001,0.048,0.0
