,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.334,0.071,-0.488,0.14,0.459,-0.47,-0.027,-0.245,0.115
AAPL,-0.334,0.0,-0.133,0.765,-0.499,-0.594,0.923,-0.443,0.859,0.719
AMD,0.071,-0.133,0.0,0.079,-0.011,0.361,-0.104,0.62,-0.21,0.029
AMZN,-0.488,0.765,0.079,0.0,-0.156,-0.25,0.679,-0.086,0.445,0.495
GOOGL,0.14,-0.499,-0.011,-0.156,0.0,0.655,-0.652,0.548,-0.76,-0.572
INTC,0.459,-0.594,0.361,-0.25,0.655,0.0,-0.76,0.454,-0.793,-0.459
MARA,-0.47,0.923,-0.104,0.679,-0.652,-0.76,0.0,-0.391,0.909,0.659
NVDA,-0.027,-0.443,0.62,-0.086,0.548,0.454,-0.391,0.0,-0.555,-0.365
PLUG,-0.245,0.859,-0.21,0.445,-0.76,-0.793,0.909,-0.555,0.0,0.748
TSLA,0.115,0.719,0.029,0.495,-0.572,-0.459,0.659,-0.365,0.748,0.0
